City_Name,State,Year,Population,Job_Postings,College_Count,Skill_Center_Count,Green_Cover_Percentage,Internet_Penetration_Rate,Startup_Count,Road_Connectivity_Score,Public_Transport_Availability,Affordability_Index,Opportunity_Access_Score
Ujjain,Madhya Pradesh,2020,1640750,22158,73,13,19.89,59.87,879,71.66,19.95,24.44,47.84
Aizawl,Mizoram,2023,1775729,9975,59,49,11.94,72.01,273,53.14,3.83,55.0,49.49
Kakinada,Andhra Pradesh,2023,1741648,24819,31,37,27.98,54.03,910,35.29,69.24,31.24,29.69
Tiruchirappalli,Tamil Nadu,2025,1964565,22550,34,43,22.63,94.19,130,52.32,83.97,51.85,97.36
Warangal,Telangana,2025,1950308,30837,19,11,50.13,75.37,645,56.97,87.6,83.44,12.42
Hubli,Karnataka,2020,969169,8969,64,16,35.37,47.97,454,33.67,5.47,39.04,54.8
Jamnagar,Gujarat,2021,1778939,38540,71,37,11.47,83.41,728,20.36,42.1,52.35,97.52
Salem,Tamil Nadu,2021,494020,37757,16,32,38.17,62.88,644,52.03,17.02,67.68,97.66
Mysuru,Karnataka,2023,1312315,47088,27,21,39.65,47.76,531,42.19,37.4,50.63,73.19
Panipat,Haryana,2021,465692,17378,72,47,28.11,81.46,38,89.21,70.69,1.78,23.91
Mysuru,Karnataka,2023,1168550,41088,63,21,13.54,81.68,912,9.51,37.8,32.9,49.07
Kozhikode,Kerala,2021,992559,48632,72,34,12.16,50.51,654,40.66,53.18,49.99,58.47
Tumkur,Karnataka,2023,1925416,43322,8,13,34.87,78.08,285,45.57,53.93,61.34,70.75
Durgapur,West Bengal,2022,166243,30458,40,39,47.5,89.85,373,75.05,29.05,1.51,7.47
Guntur,Andhra Pradesh,2024,1184930,37751,69,11,25.11,61.9,698,24.47,11.84,16.77,19.78
Visakhapatnam,Andhra Pradesh,2025,274749,40117,68,4,48.42,63.85,395,1.13,56.09,66.0,22.38
Thanjavur,Tamil Nadu,2025,1481192,16588,65,6,34.83,50.26,514,55.06,34.03,73.65,62.12
Agartala,Tripura,2022,846351,31275,46,2,13.06,65.45,739,68.79,96.48,0.03,71.58
Meerut,Uttar Pradesh,2021,1381540,22569,28,47,20.15,59.13,669,95.28,57.1,27.47,63.87
Bhavnagar,Gujarat,2023,155444,20136,52,44,14.04,52.03,897,20.1,74.56,13.17,76.26
Tiruchirappalli,Tamil Nadu,2023,1476070,29863,65,41,56.23,54.22,763,82.68,72.95,5.74,92.7
Nanded,Maharashtra,2025,1899073,32294,29,24,22.84,70.53,43,53.66,50.77,13.96,92.88
Bhavnagar,Gujarat,2022,711650,34908,43,43,42.97,61.67,87,99.39,57.03,89.88,73.23
Silchar,Assam,2021,1888724,1060,31,20,50.2,56.62,619,19.62,85.81,99.79,83.03
Aligarh,Uttar Pradesh,2025,1905095,40494,4,16,12.84,45.81,623,5.3,29.35,96.12,11.94
Saharanpur,Uttar Pradesh,2025,1628462,9346,43,11,14.84,92.63,653,45.74,68.3,32.33,88.15
Tirupati,Andhra Pradesh,2023,1461569,7558,49,29,14.6,48.49,759,58.45,17.28,74.86,51.03
Hubli,Karnataka,2024,523274,45,47,9,20.49,56.6,41,5.04,44.56,41.56,19.2
Imphal,Manipur,2020,191288,22118,3,3,37.12,50.2,529,16.31,33.08,63.68,95.97
Vijayawada,Andhra Pradesh,2024,688701,22243,99,43,33.08,64.56,22,71.85,59.31,42.1,33.03
Tumkur,Karnataka,2023,915636,801,81,29,54.25,91.03,360,66.66,30.92,36.41,70.71
Jamnagar,Gujarat,2024,898708,14306,17,25,25.84,40.06,239,98.26,30.02,33.17,51.01
Mysuru,Karnataka,2024,386297,24461,51,41,56.28,85.25,112,17.51,42.12,90.95,7.32
Nanded,Maharashtra,2025,1251705,12135,50,27,44.99,57.79,280,66.19,21.82,64.01,82.78
Silchar,Assam,2021,1439550,49386,52,43,17.9,49.36,797,98.53,36.33,70.29,87.27
Bhavnagar,Gujarat,2024,1713880,4958,48,37,35.14,72.03,808,47.43,41.37,48.78,66.82
Bhavnagar,Gujarat,2022,440378,18091,10,48,58.54,43.65,581,12.07,95.26,40.27,55.91
Durgapur,West Bengal,2021,1667751,2702,94,10,42.98,74.21,5,70.81,42.8,12.66,90.91
Udaipur,Rajasthan,2024,1120658,47493,6,43,49.63,70.38,227,23.19,75.57,20.56,85.59
Meerut,Uttar Pradesh,2022,1735827,3900,74,27,11.69,56.45,645,10.01,20.62,88.83,36.22
Udaipur,Rajasthan,2020,1301814,1176,88,23,32.66,89.34,374,65.23,51.86,69.54,61.26
Kozhikode,Kerala,2022,688845,19878,88,36,27.21,91.74,899,71.29,78.84,41.78,60.51
Kolhapur,Maharashtra,2025,573891,13177,67,15,45.11,43.99,237,77.21,85.63,52.49,86.48
Thanjavur,Tamil Nadu,2024,1257957,22702,78,17,23.79,56.66,736,11.08,86.42,9.77,20.45
Tirupati,Andhra Pradesh,2023,310570,16570,5,37,46.32,80.82,426,58.53,0.27,87.57,37.54
Meerut,Uttar Pradesh,2020,1551904,14515,49,24,31.85,56.01,933,9.94,45.02,55.06,57.05
Meerut,Uttar Pradesh,2022,687822,20805,32,45,36.24,70.41,368,1.56,3.44,2.7,25.31
Warangal,Telangana,2024,864119,10846,49,46,46.05,91.73,218,69.77,96.48,48.38,56.81
Salem,Tamil Nadu,2024,362727,40958,87,18,18.07,82.33,541,65.0,51.41,65.08,45.29
Saharanpur,Uttar Pradesh,2021,1759098,25861,2,21,34.8,63.68,112,56.22,64.14,25.34,1.95
Solapur,Maharashtra,2024,1909669,38850,30,38,53.46,46.37,862,37.94,28.69,14.31,90.07
Agartala,Tripura,2023,475903,28693,61,16,11.73,64.55,619,41.01,10.79,98.0,11.5
Aizawl,Mizoram,2020,167243,33815,42,13,27.66,90.84,844,42.14,42.28,21.28,16.6
Kozhikode,Kerala,2020,971906,3664,9,45,53.33,93.94,790,74.04,89.76,5.58,41.06
Kakinada,Andhra Pradesh,2022,1215327,31483,4,42,17.57,61.07,571,0.13,46.6,8.33,93.2
Puducherry,Puducherry,2024,611329,15539,63,8,34.24,62.4,311,96.24,40.03,75.21,73.23
Tumkur,Karnataka,2023,1617911,3528,18,14,53.96,77.28,970,53.36,76.52,88.9,53.34
Moradabad,Uttar Pradesh,2024,1403894,9674,77,41,53.04,71.88,197,92.7,25.3,5.99,32.47
Kakinada,Andhra Pradesh,2024,1547972,22260,62,32,37.9,94.58,840,87.92,88.39,61.86,52.07
Port Blair,Andaman and Nicobar Islands,2022,1462436,43208,90,11,17.03,53.48,997,71.61,58.86,85.53,16.75
Kohima,Nagaland,2020,651016,25812,28,37,25.76,87.6,998,57.82,50.31,53.63,6.92
Port Blair,Andaman and Nicobar Islands,2023,459592,33454,69,22,32.7,86.06,572,10.99,69.49,68.69,48.89
Kozhikode,Kerala,2022,330740,86,26,30,34.21,71.19,916,95.06,30.16,96.53,87.64
Jabalpur,Madhya Pradesh,2025,423381,28735,92,27,34.43,84.82,959,23.26,60.65,53.07,69.22
Solapur,Maharashtra,2023,373499,2103,19,25,29.29,72.41,274,94.72,99.64,16.32,7.59
Meerut,Uttar Pradesh,2022,1322373,5055,62,32,12.79,67.66,996,3.56,73.46,94.35,69.82
Thanjavur,Tamil Nadu,2020,1235664,23200,92,14,22.81,46.55,210,79.66,48.61,76.81,38.92
Agartala,Tripura,2023,724704,31945,8,10,11.66,66.37,396,68.74,20.15,14.04,9.89
Aligarh,Uttar Pradesh,2024,778796,6155,64,16,24.69,81.04,98,80.73,2.43,70.57,37.12
Imphal,Manipur,2023,960746,40763,91,9,58.28,63.71,663,94.36,80.71,22.91,70.07
Muzaffarpur,Bihar,2024,1473770,7852,91,20,30.61,59.68,388,76.83,16.11,99.18,60.47
Muzaffarpur,Bihar,2025,1612259,17348,52,30,28.06,52.99,454,57.57,5.9,33.93,33.35
Puducherry,Puducherry,2022,1088810,6171,15,15,26.1,67.6,503,32.03,19.13,62.58,47.56
Saharanpur,Uttar Pradesh,2024,305408,457,4,29,23.26,77.14,877,68.36,44.4,57.95,68.2
Meerut,Uttar Pradesh,2024,1440293,5259,69,1,32.11,81.91,180,31.59,7.71,38.25,51.38
Aizawl,Mizoram,2020,748757,12551,22,46,46.63,40.06,323,4.4,15.21,21.49,27.18
Itanagar,Arunachal Pradesh,2020,762282,46330,86,49,39.7,70.76,378,8.14,17.94,86.79,52.94
Bilaspur,Chhattisgarh,2023,750992,25176,74,13,39.83,69.54,201,2.62,39.9,63.99,67.64
Gangtok,Sikkim,2022,278366,43046,9,4,14.88,48.83,819,62.37,84.73,83.39,69.21
Bhavnagar,Gujarat,2021,1071570,4466,3,48,19.16,83.86,370,44.63,56.18,22.54,67.01
Ranchi,Jharkhand,2021,375910,36273,11,23,50.99,81.16,609,48.5,10.57,11.6,63.73
Rajahmundry,Andhra Pradesh,2024,1388436,34785,5,40,59.0,85.04,110,76.36,61.15,42.03,29.32
Rajahmundry,Andhra Pradesh,2022,236676,35603,99,15,38.37,81.74,904,2.9,21.28,30.36,45.95
Muzaffarpur,Bihar,2024,718938,31856,4,1,38.86,70.7,142,25.51,59.75,44.89,50.65
Aligarh,Uttar Pradesh,2021,1212698,31638,48,38,29.39,83.57,9,57.69,97.46,55.18,11.18
Nanded,Maharashtra,2025,276023,29534,28,19,21.23,63.39,636,19.64,80.15,30.57,84.91
Meerut,Uttar Pradesh,2024,1755863,43780,68,2,47.11,94.77,824,52.31,88.56,21.03,21.55
Jabalpur,Madhya Pradesh,2023,1910952,42017,51,2,19.06,70.51,441,90.29,40.05,80.87,5.57
Solapur,Maharashtra,2020,1862377,26940,47,40,49.06,63.0,575,39.98,61.29,35.44,81.92
Vijayawada,Andhra Pradesh,2023,514299,20640,47,12,58.14,42.23,306,57.19,78.34,24.84,17.8
Mysuru,Karnataka,2024,1697437,47598,56,3,58.5,53.98,819,44.44,65.07,29.48,83.86
Thanjavur,Tamil Nadu,2021,1676747,10240,74,23,46.74,82.84,621,16.41,76.45,9.67,95.51
Dehradun,Uttarakhand,2022,1482501,49965,5,36,17.07,48.06,883,2.56,9.92,33.71,63.11
Meerut,Uttar Pradesh,2024,716688,12262,74,37,16.35,78.46,593,62.12,94.32,82.48,54.41
Amravati,Maharashtra,2021,1392701,21216,74,42,22.41,65.01,780,55.54,86.15,6.0,76.44
Solapur,Maharashtra,2020,772452,3044,48,40,26.63,40.84,513,89.76,57.38,4.78,43.57
Aligarh,Uttar Pradesh,2021,1270541,39363,64,29,23.29,78.57,386,45.64,91.69,76.49,62.38
Salem,Tamil Nadu,2020,764010,42420,10,42,56.24,69.26,771,80.71,97.13,7.44,6.26
Panipat,Haryana,2022,1498235,20144,89,28,45.56,94.72,310,67.72,42.83,30.38,85.54
Shillong,Meghalaya,2025,1122962,40242,38,16,18.86,68.73,812,40.19,72.85,19.82,7.12
Thanjavur,Tamil Nadu,2021,1314330,9649,8,33,50.02,48.11,357,69.88,19.33,5.48,18.77
Muzaffarpur,Bihar,2024,1088989,40220,31,22,38.34,52.8,440,14.9,91.65,69.79,66.55
Guntur,Andhra Pradesh,2021,1569255,8969,59,41,40.97,43.27,305,78.73,55.24,18.31,35.53
Mysuru,Karnataka,2023,408463,21601,62,2,56.08,80.85,520,63.2,35.37,48.38,21.28
Kozhikode,Kerala,2025,378453,34739,73,47,34.52,48.54,815,56.0,52.93,53.4,22.67
Madurai,Tamil Nadu,2024,660535,35060,23,17,40.28,85.02,122,94.8,93.36,37.59,89.58
Thanjavur,Tamil Nadu,2025,1020717,7419,14,1,15.48,77.62,728,35.0,58.99,53.71,40.21
Port Blair,Andaman and Nicobar Islands,2025,1145321,40931,95,19,12.04,93.91,466,27.97,79.26,19.82,26.32
Udaipur,Rajasthan,2022,940987,18336,40,47,26.83,62.96,207,42.27,89.05,58.43,37.17
Visakhapatnam,Andhra Pradesh,2021,1356687,42440,6,19,29.96,93.04,306,18.5,50.06,10.66,51.96
Puducherry,Puducherry,2023,1582905,13728,98,32,50.34,59.34,570,74.61,26.18,9.9,52.24
Kozhikode,Kerala,2021,991359,27402,3,43,45.66,77.45,662,74.07,65.33,31.68,24.69
Nanded,Maharashtra,2022,1000352,6539,98,20,55.45,47.27,169,50.28,18.11,23.26,98.09
Udaipur,Rajasthan,2025,1889984,6712,3,40,42.06,44.5,75,50.68,89.29,66.38,61.64
Kohima,Nagaland,2023,609800,47526,29,33,52.02,89.51,494,82.41,92.82,64.73,84.36
Muzaffarpur,Bihar,2021,1243543,20094,49,13,51.71,66.08,17,53.24,45.25,21.51,28.32
Visakhapatnam,Andhra Pradesh,2021,975247,25944,42,12,57.97,65.15,954,27.63,28.29,53.1,37.12
Amravati,Maharashtra,2023,1653148,32228,33,21,10.45,84.47,411,42.99,20.79,27.13,51.48
Silchar,Assam,2021,371648,30821,57,36,57.41,51.93,22,16.81,87.84,26.05,91.47
Dehradun,Uttarakhand,2025,1595446,49124,64,21,12.55,82.83,922,87.31,31.48,27.24,57.42
Udaipur,Rajasthan,2022,120931,35427,85,3,33.26,53.63,183,15.3,2.64,13.43,83.12
Ujjain,Madhya Pradesh,2021,1245497,47859,41,11,56.41,68.68,657,69.86,68.11,57.41,68.19
Warangal,Telangana,2020,1207140,20727,94,18,27.8,56.81,58,84.96,66.66,3.73,35.25
Gangtok,Sikkim,2023,1456260,7401,41,34,37.83,93.25,868,93.44,1.41,53.88,20.91
Ujjain,Madhya Pradesh,2023,631682,44717,17,29,33.26,75.66,225,99.28,80.52,42.36,70.46
Visakhapatnam,Andhra Pradesh,2020,1958145,11444,16,46,22.94,91.74,778,98.8,34.07,96.01,75.65
Durgapur,West Bengal,2025,1110076,47111,20,37,47.34,75.26,818,93.93,78.86,36.33,89.6
Itanagar,Arunachal Pradesh,2020,1720928,44588,12,14,46.94,75.04,345,0.47,68.0,49.54,67.23
Gwalior,Madhya Pradesh,2020,1067506,7086,42,39,54.88,73.17,852,84.88,69.5,29.6,69.69
Kohima,Nagaland,2023,485063,542,55,7,54.52,71.23,701,93.19,8.05,66.77,20.2
Panipat,Haryana,2023,1263859,11473,15,39,59.37,41.1,784,96.06,23.33,55.87,54.59
Udaipur,Rajasthan,2022,1774012,36627,48,16,23.77,90.7,536,91.9,21.09,60.96,64.49
Tirupati,Andhra Pradesh,2021,1140232,45034,16,37,28.06,56.47,520,93.89,57.71,91.21,81.1
Silchar,Assam,2025,1874787,25776,17,19,58.13,72.82,649,32.16,6.55,97.34,3.12
Rohtak,Haryana,2021,855059,11216,74,4,30.96,76.13,341,9.71,24.39,26.78,83.78
Tiruchirappalli,Tamil Nadu,2024,1240584,40320,80,44,45.63,93.72,371,10.2,36.99,67.03,73.33
Kozhikode,Kerala,2020,1820930,46415,84,34,50.07,51.4,726,59.38,37.61,56.84,62.8
Durgapur,West Bengal,2023,1707367,31511,31,39,11.8,88.6,908,75.63,57.57,87.68,93.07
Kozhikode,Kerala,2022,1800602,36300,19,30,24.46,72.27,212,19.5,42.5,78.79,91.54
Nellore,Andhra Pradesh,2024,1455001,1722,53,38,30.81,91.61,374,54.71,84.33,44.18,28.01
Mysuru,Karnataka,2020,960734,21791,65,10,21.95,40.17,428,47.74,37.34,92.72,1.25
Agartala,Tripura,2024,105295,29036,41,27,12.44,82.09,728,72.4,82.3,36.66,36.63
Muzaffarpur,Bihar,2021,1031756,7076,90,27,50.53,72.92,581,33.96,62.21,71.67,26.08
Panipat,Haryana,2023,1818412,29734,67,45,29.2,69.32,324,87.41,13.06,33.89,34.15
Durgapur,West Bengal,2023,1272580,47750,93,33,14.7,48.99,907,21.09,92.65,13.99,0.32
Bhavnagar,Gujarat,2025,563323,13415,96,36,44.98,51.13,512,70.98,85.54,54.82,55.34
Vijayawada,Andhra Pradesh,2023,1930990,28903,82,46,40.01,78.62,874,89.1,8.15,27.41,50.49
Hubli,Karnataka,2020,1719859,37224,14,44,10.46,83.02,909,75.15,90.05,32.08,58.76
Thanjavur,Tamil Nadu,2024,1363521,7604,74,21,54.65,62.27,705,10.69,15.86,58.61,19.04
Tirupati,Andhra Pradesh,2023,194844,49481,36,1,30.64,48.29,826,92.99,95.17,94.21,62.3
Bilaspur,Chhattisgarh,2024,1018024,7377,62,11,45.83,40.29,146,85.77,32.39,97.76,13.58
Kohima,Nagaland,2025,1111126,6485,36,13,27.65,42.69,927,23.22,3.22,21.12,98.83
Imphal,Manipur,2024,483157,39953,88,3,20.45,57.66,430,13.31,50.19,75.98,7.9
Durgapur,West Bengal,2020,1678019,11925,79,23,42.81,80.63,736,2.05,17.09,6.59,28.01
Durgapur,West Bengal,2024,1580853,36236,71,1,18.53,94.14,751,48.48,68.17,35.18,83.98
Aizawl,Mizoram,2025,1412886,40364,15,2,55.34,48.3,67,9.17,47.11,33.82,21.61
Tumkur,Karnataka,2021,793071,45954,25,20,44.67,68.65,344,96.67,40.19,91.83,39.96
Imphal,Manipur,2022,500753,4028,14,4,33.4,46.69,864,9.45,50.89,81.92,57.02
Guntur,Andhra Pradesh,2021,1525105,44405,29,14,42.48,89.62,49,41.53,15.84,19.4,71.79
Kakinada,Andhra Pradesh,2022,1989794,42727,32,4,52.47,70.94,49,53.52,22.97,8.2,73.59
Silchar,Assam,2025,941221,13405,44,19,35.65,85.9,108,73.82,13.53,24.99,24.51
Amravati,Maharashtra,2024,445978,29066,76,41,11.24,48.64,872,93.16,22.5,25.41,68.54
Panipat,Haryana,2021,1165410,29340,24,45,48.75,57.21,721,27.3,46.09,30.95,41.64
Durgapur,West Bengal,2020,579981,24375,61,42,45.73,91.43,178,94.71,3.42,28.94,16.53
Gwalior,Madhya Pradesh,2023,680989,24379,24,40,10.04,69.71,957,45.13,6.35,73.73,71.1
Ujjain,Madhya Pradesh,2025,756625,40490,96,5,43.75,48.1,587,79.47,48.12,53.54,56.08
Gwalior,Madhya Pradesh,2023,1033794,8263,82,40,36.84,92.69,78,64.22,85.22,30.54,7.84
Warangal,Telangana,2025,706392,13774,51,25,46.71,40.61,447,76.21,9.53,96.62,49.55
Tiruchirappalli,Tamil Nadu,2022,1011776,43028,92,7,54.61,75.21,138,97.49,37.14,24.63,85.83
Kozhikode,Kerala,2024,527202,48833,21,8,13.15,74.48,83,55.99,60.16,29.07,33.09
Thanjavur,Tamil Nadu,2025,1847920,38138,44,26,42.03,65.92,349,94.8,89.59,74.66,79.47
Kozhikode,Kerala,2022,948211,26149,3,37,37.1,85.18,490,57.21,0.75,85.83,91.27
Bhavnagar,Gujarat,2025,1390464,11016,51,6,46.85,43.51,898,17.04,52.13,75.07,19.77
Tiruchirappalli,Tamil Nadu,2024,108909,32222,59,21,46.08,57.21,78,66.67,86.27,48.13,1.64
Tiruchirappalli,Tamil Nadu,2023,1030796,4222,46,8,31.75,69.74,628,96.83,34.29,73.59,86.1
Ranchi,Jharkhand,2023,379676,35005,45,12,27.02,88.21,52,1.39,74.63,40.1,89.88
Solapur,Maharashtra,2020,1246760,28156,37,41,39.07,64.94,676,25.35,48.04,97.57,79.86
Jamnagar,Gujarat,2023,858929,838,38,47,24.77,70.96,428,46.22,23.51,41.62,30.62
Muzaffarpur,Bihar,2022,405867,2473,72,31,43.07,71.13,546,93.65,64.19,36.03,25.72
Saharanpur,Uttar Pradesh,2024,1441804,4393,18,17,58.13,91.0,154,35.13,93.21,65.84,51.6
Cuttack,Odisha,2021,150898,40205,76,44,25.42,71.2,193,27.58,10.24,57.43,67.7
Visakhapatnam,Andhra Pradesh,2022,1674738,26276,29,19,32.2,67.64,601,17.92,60.18,42.13,40.28
Saharanpur,Uttar Pradesh,2023,307913,32995,23,45,18.92,44.56,928,29.89,95.76,98.67,7.28
Aizawl,Mizoram,2024,984991,2584,39,8,19.63,82.78,522,83.09,61.12,42.56,80.84
Kozhikode,Kerala,2021,290437,4651,29,23,52.45,53.51,304,56.46,88.8,41.08,15.07
Shillong,Meghalaya,2022,612879,4826,3,1,29.83,66.46,699,76.65,9.33,94.09,54.79
Agartala,Tripura,2021,1858452,5124,58,20,42.96,55.83,83,82.85,27.73,36.21,60.82
Madurai,Tamil Nadu,2025,665531,37557,75,46,53.1,54.06,811,37.81,79.94,39.92,76.49
Muzaffarpur,Bihar,2023,995449,36934,85,31,18.8,70.95,459,50.78,51.69,3.69,17.51
Cuttack,Odisha,2020,814639,43939,1,47,12.93,55.54,596,68.67,95.89,32.77,30.78
Cuttack,Odisha,2022,104811,30492,68,44,28.07,81.01,871,15.42,68.74,19.42,72.85
Nanded,Maharashtra,2023,339126,10662,69,31,53.12,77.99,910,96.4,5.9,58.52,50.83
Durgapur,West Bengal,2024,1426176,2189,79,44,54.3,56.77,490,50.05,31.86,35.35,65.09
Ujjain,Madhya Pradesh,2023,1835341,17444,26,49,46.81,67.7,392,46.11,99.53,80.73,4.46
Vijayawada,Andhra Pradesh,2022,1509417,48559,66,9,54.09,76.72,723,32.16,36.18,45.13,16.09
Agartala,Tripura,2022,1957734,26558,1,32,22.24,83.27,461,51.21,70.22,47.14,6.3
Tirupati,Andhra Pradesh,2020,793052,44903,12,20,50.22,52.26,729,46.35,17.12,8.97,50.46
Agartala,Tripura,2024,1220944,4038,82,43,46.27,64.87,407,46.92,21.5,42.52,52.27
Meerut,Uttar Pradesh,2024,548267,11366,70,42,45.45,49.85,896,11.52,7.97,69.12,72.61
Kolhapur,Maharashtra,2025,1743337,17578,14,19,14.45,78.3,260,55.17,42.87,55.34,66.66
Warangal,Telangana,2021,1074711,20924,30,18,11.59,51.55,21,84.76,44.08,50.91,59.05
Kolhapur,Maharashtra,2025,300861,16317,89,35,37.61,62.67,852,1.03,13.9,81.11,13.8
Rajahmundry,Andhra Pradesh,2021,1717279,45099,20,46,53.28,59.08,483,65.42,36.9,58.77,84.88
Warangal,Telangana,2024,819993,21377,46,23,32.15,93.55,941,68.5,42.28,62.07,56.5
Shillong,Meghalaya,2025,1164552,49739,31,20,34.05,94.41,612,40.67,51.29,66.64,10.32
Tirupati,Andhra Pradesh,2021,146582,23206,5,35,34.75,52.92,808,93.94,55.25,97.16,40.29
Shillong,Meghalaya,2022,113319,48328,6,17,49.14,61.78,156,49.27,62.6,85.21,35.45
Port Blair,Andaman and Nicobar Islands,2021,994639,40828,40,4,13.2,65.44,306,83.44,74.53,1.7,61.75
Solapur,Maharashtra,2021,504096,16475,21,22,20.07,68.58,875,48.32,50.69,20.39,17.78
Durgapur,West Bengal,2025,964740,21774,21,37,56.07,57.51,842,40.83,58.66,85.52,66.33
Amravati,Maharashtra,2024,1653008,14609,84,16,40.09,89.04,664,87.51,41.29,89.42,80.98
Tiruchirappalli,Tamil Nadu,2024,470130,18686,88,20,59.17,70.01,370,62.75,37.04,8.82,64.1
Bhavnagar,Gujarat,2022,1979383,5487,89,3,31.83,94.99,431,36.72,87.92,30.29,47.2
Silchar,Assam,2020,823303,34433,5,26,29.49,41.8,242,66.83,3.64,47.37,3.91
Port Blair,Andaman and Nicobar Islands,2025,1678524,7555,14,16,58.05,69.98,692,68.78,97.75,86.88,58.98
Jabalpur,Madhya Pradesh,2020,162546,40083,52,9,43.69,56.92,425,24.06,4.39,0.81,20.65
Kohima,Nagaland,2022,444440,11800,23,2,46.48,49.45,539,63.74,47.95,11.84,42.88
Jabalpur,Madhya Pradesh,2021,582075,2431,7,28,26.99,51.37,236,59.66,75.51,45.57,59.93
Vellore,Tamil Nadu,2020,1961490,28200,44,17,46.13,69.74,48,17.21,21.34,26.88,36.94
Hubli,Karnataka,2022,996953,48576,10,19,56.62,86.05,75,81.9,98.95,94.48,12.62
Jabalpur,Madhya Pradesh,2021,690804,14529,24,24,38.26,84.15,507,55.12,32.81,48.78,83.08
Shillong,Meghalaya,2023,394134,24045,11,14,39.3,61.7,267,11.09,82.05,53.18,24.99
Salem,Tamil Nadu,2021,375464,16391,83,44,42.55,47.85,641,66.27,19.73,33.59,15.35
Kakinada,Andhra Pradesh,2023,344682,16744,72,43,30.36,58.22,417,1.18,87.46,57.86,26.01
Itanagar,Arunachal Pradesh,2020,1167355,37699,55,36,36.94,61.83,9,67.98,64.39,2.29,12.37
Kolhapur,Maharashtra,2020,303252,48987,84,34,20.0,67.8,684,23.64,35.87,18.97,79.2
Aizawl,Mizoram,2022,1788053,9633,46,33,24.37,46.89,824,45.6,86.59,45.61,68.79
Warangal,Telangana,2025,916254,18910,98,38,54.0,67.8,519,96.21,9.18,5.6,83.87
Vijayawada,Andhra Pradesh,2020,1832305,18374,85,38,42.14,55.37,148,73.59,57.95,65.91,54.7
Tirupati,Andhra Pradesh,2021,707794,25593,3,3,48.17,61.32,405,92.08,24.54,64.93,43.24
Shillong,Meghalaya,2020,1785568,21749,91,22,37.46,41.84,137,87.36,51.2,1.67,92.24
Jamnagar,Gujarat,2025,1583481,16528,49,21,19.93,83.35,664,67.29,15.39,27.19,30.26
Cuttack,Odisha,2023,497658,1858,68,32,22.83,81.87,302,32.5,77.01,14.37,49.41
Madurai,Tamil Nadu,2022,1671043,12501,41,47,55.75,64.5,717,92.21,5.77,1.48,99.74
Rohtak,Haryana,2024,1345807,30608,1,15,54.33,94.99,146,24.31,83.28,73.9,76.39
Ranchi,Jharkhand,2024,1177691,45593,40,34,22.68,56.44,518,52.08,16.14,7.62,56.09
Imphal,Manipur,2021,1506374,20376,10,10,45.05,52.74,290,21.93,64.02,55.58,70.02
Gangtok,Sikkim,2024,1409784,222,66,19,34.81,76.18,328,0.77,83.05,83.29,48.35
Bilaspur,Chhattisgarh,2023,1348063,45048,47,14,30.36,43.24,984,32.18,20.64,77.58,43.54
Silchar,Assam,2022,1703884,14570,50,25,11.32,40.53,412,8.0,80.12,18.39,91.61
Puducherry,Puducherry,2025,1064667,21238,76,43,25.63,50.96,80,76.5,83.96,45.69,64.73
Thanjavur,Tamil Nadu,2021,963375,39418,87,40,21.02,63.31,930,94.07,88.3,20.57,91.71
Itanagar,Arunachal Pradesh,2023,1005610,6237,9,6,44.09,43.5,639,70.53,81.27,43.84,91.4
Panipat,Haryana,2021,237303,10869,92,17,56.5,82.52,825,43.44,28.85,30.77,70.63
Amravati,Maharashtra,2024,1113940,17135,28,38,13.37,46.69,687,4.86,43.0,48.91,55.73
Mysuru,Karnataka,2023,1386731,10198,68,5,55.85,91.22,881,89.34,46.51,99.62,94.83
Tumkur,Karnataka,2023,1902963,10136,85,38,11.5,53.11,491,81.59,43.01,49.79,89.49
Thanjavur,Tamil Nadu,2023,1154022,19360,77,17,50.5,65.86,501,72.44,69.1,15.59,77.76
Itanagar,Arunachal Pradesh,2022,918559,30453,49,10,54.11,47.49,279,22.41,18.08,7.42,19.12
Hubli,Karnataka,2023,1612689,30665,25,39,29.47,42.07,680,50.16,9.49,2.26,43.08
Vellore,Tamil Nadu,2023,637158,32673,94,26,51.92,60.93,542,56.42,40.55,2.58,14.71
Muzaffarpur,Bihar,2022,1544944,22831,8,39,56.87,82.96,141,52.72,42.79,31.44,16.61
Bilaspur,Chhattisgarh,2021,247023,8927,97,7,59.38,86.41,26,90.34,0.87,73.93,74.43
Udaipur,Rajasthan,2023,226748,36735,68,19,57.06,49.52,567,66.81,78.13,92.04,48.67
Solapur,Maharashtra,2021,1442060,43631,73,21,31.0,73.22,809,28.85,34.2,76.25,37.46
Muzaffarpur,Bihar,2021,1370599,49178,50,3,46.03,44.95,350,89.44,66.53,72.61,61.2
Silchar,Assam,2024,320575,29089,38,18,12.62,64.2,143,77.98,33.01,54.06,70.54
Bilaspur,Chhattisgarh,2023,1276207,12538,67,39,44.61,51.26,884,62.45,7.82,40.83,12.28
Nellore,Andhra Pradesh,2023,1133008,1182,35,37,11.74,65.02,498,23.7,41.33,58.19,75.43
Agartala,Tripura,2023,1812951,34127,1,5,29.93,66.66,951,40.68,51.24,44.89,99.8
Tumkur,Karnataka,2021,1273887,41521,80,45,28.64,50.43,428,95.21,60.93,2.88,7.82
